CODEACTE;CODEACTE_LABEL
HBMD044;Restauration d'une dent d'un secteur incisivocanin sur 1 angle par matériau inséré en phase plastique, sans ancrage radiculaire
HBMD065;Adjonction de 4 piliers d'ancrage métalliques à une prothèse dentaire plurale
ECFA005;Résection-anastomose d'artère du membre supérieur, par abord direct
EBSA004;Ligature bilatérale de l'artère ethmoïdale antérieure et/ou de l'artère ethmoïdale postérieure
EBSA006;Ligature de l'artère carotide interne, par cervicotomie
EDAA002;Angioplastie de l'artère rénale, par laparotomie ou par lombotomie
EDFA003;Thromboendartériectomie iliofémorale, par laparotomie
EDCA005;Pontage artériel iliofémoral homolatéral, par abord direct
ECPA003;Section-anastomose d'un vaisseau pour anomalie des arcs aortiques, par thoracotomie sans CEC
EBSA008;Ligature unilatérale de l'artère ethmoïdale antérieure et/ou de l'artère ethmoïdale postérieure
EDAF009;Dilatation intraluminale suprasélective de l'artère rénale sans pose d'endoprothèse, par voie artérielle transcutanée
EDEA002;Réimplantation ou pontage de l'artère mésentérique inférieure, au cours d'une intervention sur l'aorte
ECSA002;Ligature du tronc artériel brachiocéphalique, par thoracotomie
EBSA001;Ligature de l'artère sphénopalatine ou de l'artère maxillaire, par abord transnasal ou transantral
ECQH016;Artériographie suprasélective d'artère intrathoracique à destination pariétale et/ou viscérale, par voie artérielle transcutanée
ECLF003;Pose d'endoprothèse couverte dans une artère du membre supérieur, par voie artérielle transcutanée
JAHJ006;Biopsie du rein sur une cible, par voie transcutanée avec guidage échographique
JAGF002;Ablation d'un calcul simple du rein, par voie transcutanée
JAFA001;Héminéphrectomie avec urétérectomie partielle, par abord direct
JANH001;Sclérose de plusieurs kystes du rein par injection d'agent pharmacologique, par voie transcutanée avec guidage scanographique
HPSA001;Ligature du processus vaginal du péritoine [canal péritonéovaginal], par abord inguinal
JADA001;Néphropexie, par abord direct
HPSC001;Ligature du processus vaginal du péritoine [canal péritonéovaginal], par coelioscopie
HZQM001;Échographie transcutanée du tube digestif et/ou du péritoine
JAMB001;Internalisation d'une néphrostomie déjà en place, par voies transcutanée et rétrograde
JAGA005;Ablation de calculs multiples du rein par néphrotomie de la convexité, par abord direct
HQQE001;Bilan fonctionnel de la déglutition avec fibroscopie du pharynx et du larynx par voie nasale, essai alimentaire et enregistrement vidéo
JAFA029;Néphrectomie totale élargie à la loge rénale avec surrénalectomie, par laparotomie ou par abord lomboabdominal
JACA002;Néphrostomie cutanée, par abord direct
HPPA002;Section de bride et/ou d'adhérences péritonéales pour occlusion intestinale aigüe, par laparotomie
HBGD416;Avulsion de 4 canines permanentes retenues ou à l'état de germe
HBGD415;Avulsion de 3 dents permanentes sur arcade avec séparation des racines
HPPA004;Désenfouissement de l'extrémité souscutanée d'un cathéter de dialyse péritonéale
HJMA002;Reconstruction de la paroi antérieure de l'anus et du rectum et de la paroi postérieure du vagin, avec sphinctéroplastie anale, par abord périnéal
HJFA020;Résection rectosigmoïdienne pour aganglionose congénitale par laparotomie, avec rétablissement de la continuité par voie anale
HJGD001;Ablation de corps étranger ou de fécalome intrarectal, par voie anale sous anesthésie générale ou locorégionale
HHNE002;Séance de destruction de lésion du côlon et/ou du rectum avec laser, par coloscopie totale
HJFD003;Résection rectosigmoïdienne pour aganglionose congénitale avec rétablissement de la continuité, par voie anale
HJJA001;Drainage d'une fistule rectovaginale acquise
HGEA005;Transplantation d'intestin grêle, par laparotomie
HKFA001;Destruction et/ou exérèse de tumeur bénigne du canal anal
HGEH001;Réduction totale ou partielle d'invagination intestinale aigüe par lavement opaque ou insufflation, avec guidage radiologique
HHFE002;Exérèse de 1 à 3 polypes de moins de 1cm de diamètre du côlon et/ou du rectum, par coloscopie totale
JDKD002;Changement d'une sonde urétrovésicale
JDFA022;Vésiculo-prostato-cystectomie totale avec anastomose urétérocolique et confection d'un réservoir détubulé rectosigmoïdien ou iléo-recto-sigmoïdien, par laparotomie
JDQD009;Cystomanométrie par cathétérisme urétral, sans mesure des pressions intrarectales ou intravaginales
JDFA023;Vésiculo-prostato-cystectomie totale avec urétérostomie cutanée, par laparotomie
HMFC002;Cholécystectomie avec ablation de calcul de la voie biliaire principale par cholédochotomie, par coelioscopie
LHQJ001;Remnographie [IRM] d'un ou de deux segments de la colonne vertébrale et de son contenu, avec injection intraveineuse de produit de contraste
LHPA004;Mise à plat d'une lésion vertébrale infectieuse ou ossifluente, par abord postérieur
LHQK001;Scanographie d'un segment de la colonne vertébrale, sans injection intraveineuse de produit de contraste
LDCA006;Ostéosynthèse transarticulaire et/ou transpédiculaire de l'atlas et de l'axis, par abord postérieur
LFDA005;Arthrodèse postérieure et/ou postérolatérale d'un spondylolisthésis lombal sans réduction, sans libération radiculaire, sans ostéosynthèse, par abord postérieur
LHDA002;Arthrodèse intercorporéale de la colonne vertébrale avec arthrodèse postérieure, par abord postérolatéral
LFQK001;Radiographie du segment lombal de la colonne vertébrale selon 4 incidences ou plus
LHEB002;Réduction orthopédique progressive d'une scoliose ou d'une cyphose, par traction continue bipolaire de la colonne vertébrale par halo crânien et contrappui thoracique, pelvien ou fémoral
LFDA008;Arthrodèse d'un spondylolisthésis lombal à grand déplacement avec réduction, avec ostéosynthèse, par laparotomie et par abord postérieur
LHCA002;Ostéosynthèse postérieure de la colonne vertébrale sans exploration du contenu canalaire, par abord postérieur
LFCA004;Ostéosynthèse de la colonne vertébrale avec exploration du contenu canalaire, par laparotomie ou par lombotomie
HBGD322;Avulsion de 2 dents à couronne sousmuqueuse ou en désinclusion muqueuse
LHFA028;Arthrectomie totale bilatérale et/ou ostéotomie postérieure pour déformation rigide de la colonne vertébrale avec arthrodèse et correction instrumentale, sur 10 vertèbres ou plus, par abord postérieur
LEPA003;Ostéotomie antérieure ou discectomie totale pour déformation rigide de la colonne vertébrale, avec arthrodèse et correction instrumentale, sur 1 à 3 vertèbres, par thoracotomie
LHLB001;Infiltration thérapeutique d'articulation vertébrale postérieure, par voie transcutanée sans guidage
LGFA001;Exérèse distale du sacrum [Sacrectomie respectant S1 et S2], par abord postérieur
LFDA002;Arthrodèse intercorporéale d'un spondylolisthésis lombal à grand déplacement avec réduction, avec ostéosynthèse, par abord postérieur translombosacral
LHLB002;Infiltration thérapeutique des ligaments périvertébraux, par voie transcutanée
LHGA007;Ablation de matériel d'ostéosynthèse de la colonne vertébrale sur 2 à 5 vertèbres, par abord postérieur
LHCA016;Ostéosynthèse postérieure de la colonne vertébrale sans exploration du contenu canalaire avec arthrodèse, par abord postérieur
LJSA002;Fermeture secondaire de la paroi thoracique après chirurgie cardiovasculaire chez le nouveau-né
LJFA004;Résection de la paroi thoracique, sans prothèse
LLMA009;Plastie musculaire ou prothétique d'une coupole du diaphragme pour hernie congénitale, par thoracotomie
LMGA001;Ablation d'une prothèse de la paroi abdominale, par abord direct
LJFA003;Résection d'une côte cervicale, par abord supraclaviculaire
LHMH006;Spondyloplastie de 2 vertèbres, par voie transcutanée avec guidage radiologique
LMMA009;Cure de hernie de la paroi abdominale antérieure après l'âge de 16 ans sans pose de prothèse, par abord direct
LDAA001;Recalibrage bilatéral de la colonne vertébrale cervicale, par abord postérieur
ZZQL017;Quantification complexe d'une étude scintigraphique en dehors de l'examen de la glande thyroïde ou de la scintigraphie rénale corticale
ZZQL002;Recherche scintigraphique de tumeur par émetteur monophotonique spécifique des tumeurs, avec tomoscintigraphie complémentaire, scintigraphie du corps entier complémentaire d'une image segmentaire et scintigraphie du corps entier à 72 heures
ZZQL011;Recherche d'un foyer infectieux ou inflammatoire par injection de polynucléaires marqués, avec séparation des lymphocytes
ZZQL900;Mise en oeuvre d'une correction d'atténuation par transmission tomoscintigraphique
ZZQL007;Tomoscintigraphie complémentaire d'une image planaire
ZZQP004;Restitution tridimensionnelle des images acquises par scanographie
ZZQK001;Radiographie au lit du malade, selon 3 incidences ou plus
ZZQM001;Échographie-doppler transcutanée, au lit du malade
ZZQL008;Mesure de la production respiratoire d'isotope stable
ZZNL046;Séance d'irradiation externe par neutrons
ZZQA003;Échographie-doppler peropératoire
ZZQN002;Restitution tridimensionnelle des images acquises par remnographie [IRM]
ZZQL006;Recherche d'un foyer infectieux ou inflammatoire par injection de polynucléaires marqués, sans séparation des lymphocytes
ZZQL010;Détection peropératoire de lésion après injection de produit radio-isotopique
ZZQH002;Radiographie d'une fistule [Fistulographie]
ZZNL047;Séance d'irradiation corporelle totale [ICT]
ZZQM004;Échographie transcutanée, au lit du malade
ZZQL016;Tomoscintigraphie du corps entier par émission de positons, avec tépographe [caméra TEP] dédié
ZZQL015;Recherche d'un foyer infectieux ou inflammatoire par injection d'anticorps ou de peptide marqué, ou de traceur radio-isotopique non spécifique
ZZQL019;Images planaires scintigraphiques tardives sans réinjection, complémentaires d'un examen standard
ZZQP112;Examen anatomopathologique de prélèvement tissulaire congelé, avec examen immunohistochimique avec 5 anticorps ou plus
ZZQP193;Examen anatomopathologique de pièce d'exérèse d'une structure anatomique, avec examen des marges nécessitant un échantillonnage
ZZQP143;Examen cytopathologique de l'étalement de produit de ponction d'une structure anatomique, avec inclusion en paraffine
ZZQP142;Examen cytopathologique de l'étalement de produit de ponction de plusieurs structures anatomiques, sur plusieurs cibles pour chaque structure
ZZQP141;Examen cytopathologique de l'étalement de produit de ponction de 3 structures anatomiques, sur une cible pour chaque structure
ZZQP173;Test de détection du génome des papillomavirus humains oncogènes
ZZNL060;Séance d'irradiation externe en conditions stéréotaxiques par machine dédiée produisant des photons avec guidage par imagerie, avec synchronisation avec la respiration
ZZQP168;Examen anatomopathologique de prélèvement biopsique de muqueuse de 5 structures anatomiques ou plus
ZZQP155;Examen cytopathologique en phase liquide [technique monocouche] de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage de 4 structures anatomiques ou plus, avec prélèvement non différencié sur chaque structure
ECFA001;Thromboendartériectomie du tronc artériel brachiocéphalique, par thoracotomie
ECKA002;Remplacement de l'artère subclavière, par cervicotomie
ECQH012;Artériographie sélective ou hypersélective de la totalité de la moelle épinière, par voie artérielle transcutanée
ECSF006;Embolisation suprasélective d'artère à destination bronchique ou pleuropulmonaire, par voie artérielle transcutanée
EDEA003;Réimplantation ou pontage de l'artère iliaque interne, au cours d'une intervention sur l'aorte
EDAA003;Dilatation intraluminale de l'artère iliaque et/ou de l'artère fémorale, au cours d'une intervention restauratrice de l'aorte, de l'artère iliaque ou de l'artère fémorale
ECNF002;Fibrinolyse in situ sélective ou hypersélective d'une artère ou d'un pontage artériel du membre supérieur, par voie artérielle transcutanée
ECFA006;Résection-anastomose de l'artère subclavière, par cervicotomie
ECSF001;Oblitération de plusieurs anévrismes sacculaires artériels du membre supérieur, par voie artérielle transcutanée
HAFA005;Exérèse partielle de la base de la langue et/ou du sillon amygdaloglosse, par abord intrabuccal
HAFA020;Exérèse transfixiante de lésion de lèvre, ou exérèse d'une commissure labiale
GLQP007;Polygraphie respiratoire nocturne
NEDB454;Arthrodèse de l'articulation sacro-iliaque par voie transpariétale, avec guidage radiologique
JKQX261;Examen cytopathologique de prélèvement [frottis] du col de l'utérus pour dépistage organisé
JKQX426;Examen cytopathologique en phase liquide [technique monocouche] de prélèvement [frottis] du col de l'utérus pour dépistage organisé
GLQP014;Mesure du débit expiratoire maximal par technique de compression
GLLP003;Pose d'un masque facial de ventilation nasale
GLQD004;Mesure de la différence alvéoloartérielle des pressions partielles en oxygène par analyse des gaz expirés et des gaz du sang
