GHM;GHM_LABEL
08C20J;Greffes de peau pour maladie de l'appareil musculosquelettique ou du tissu conjonctif, en ambulatoire
09C20J;Autres interventions pour tumeur maligne du sein, en ambulatoire
13C20J;Exérèses ou destructions de lésions du col de l'utérus sauf conisations, en ambulatoire
03C20Z;Interventions de reconstruction de l'oreille moyenne
05C20Z;Remplacement ou ablation chirurgicale d'électrodes ou repositionnement de boîtier de stimulation cardiaque permanente
08C20Z;Greffes de peau pour maladie de l'appareil musculosquelettique ou du tissu conjonctif
24C20Z;Affections de la CMD 10 : séjours de moins de 2 jours, avec acte opératoire de la CMD 10
03C201;Interventions de reconstruction de l'oreille moyenne, niveau 1
05C201;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 1
06C201;Interventions sur l'oesophage, l'estomac et le duodénum pour ulcères, âge supérieur à 17 ans, niveau 1
08C201;Greffes de peau pour maladie de l'appareil musculosquelettique ou du tissu conjonctif, niveau 1
09C201;Autres interventions pour tumeur maligne du sein, niveau 1
13C201;Exérèses ou destructions de lésions du col de l'utérus sauf conisations, niveau 1
03C202;Interventions de reconstruction de l'oreille moyenne, niveau 2
05C202;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 2
06C202;Interventions sur l'oesophage, l'estomac et le duodénum pour ulcères, âge supérieur à 17 ans, niveau 2
08C202;Greffes de peau pour maladie de l'appareil musculosquelettique ou du tissu conjonctif, niveau 2
09C202;Autres interventions pour tumeur maligne du sein, niveau 2
13C202;Exérèses ou destructions de lésions du col de l'utérus sauf conisations, niveau 2
03C203;Interventions de reconstruction de l'oreille moyenne, niveau 3
05C203;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 3
06C203;Interventions sur l'oesophage, l'estomac et le duodénum pour ulcères, âge supérieur à 17 ans, niveau 3
08C203;Greffes de peau pour maladie de l'appareil musculosquelettique ou du tissu conjonctif, niveau 3
09C203;Autres interventions pour tumeur maligne du sein, niveau 3
13C203;Exérèses ou destructions de lésions du col de l'utérus sauf conisations, niveau 3
03C204;Interventions de reconstruction de l'oreille moyenne, niveau 4
05C204;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 4
06C204;Interventions sur l'oesophage, l'estomac et le duodénum pour ulcères, âge supérieur à 17 ans, niveau 4
08C204;Greffes de peau pour maladie de l'appareil musculosquelettique ou du tissu conjonctif, niveau 4
09C204;Autres interventions pour tumeur maligne du sein, niveau 4
13C204;Exérèses ou destructions de lésions du col de l'utérus sauf conisations, niveau 4
03C21J;Interventions pour oreilles décollées, en ambulatoire
05C21J;Créations et réfections des fistules artérioveineuses de la CMD 05, en ambulatoire
08C21J;Autres interventions portant sur l'appareil musculosquelettique et le tissu conjonctif, en ambulatoire
08C21V;Autres interventions portant sur l'appareil musculosquelettique et le tissu conjonctif sans CMA
08C21W;Autres interventions portant sur l'appareil musculosquelettique et le tissu conjonctif avec CMA
03C21Z;Interventions pour oreilles décollées
24C21Z;Interventions transurétrales, sauf prostatectomie : séjours de moins de 2 jours
03C211;Interventions pour oreilles décollées, niveau 1
05C211;Créations et réfections des fistules artérioveineuses de la CMD 05, niveau 1
06C211;Autres interventions sur le tube digestif par laparotomie, niveau 1
08C211;Autres interventions portant sur l'appareil musculosquelettique et le tissu conjonctif, niveau 1
09C211;Interventions majeures hors tumeur maligne du sein, niveau 1
03C212;Interventions pour oreilles décollées, niveau 2
05C212;Créations et réfections des fistules artérioveineuses de la CMD 05, niveau 2
06C212;Autres interventions sur le tube digestif par laparotomie, niveau 2
08C212;Autres interventions portant sur l'appareil musculosquelettique et le tissu conjonctif, niveau 2
09C212;Interventions majeures hors tumeur maligne du sein, niveau 2
03C213;Interventions pour oreilles décollées, niveau 3
05C213;Créations et réfections des fistules artérioveineuses de la CMD 05, niveau 3
06C213;Autres interventions sur le tube digestif par laparotomie, niveau 3
08C213;Autres interventions portant sur l'appareil musculosquelettique et le tissu conjonctif, niveau 3
09C213;Interventions majeures hors tumeur maligne du sein, niveau 3
03C214;Interventions pour oreilles décollées, niveau 4
05C214;Créations et réfections des fistules artérioveineuses de la CMD 05, niveau 4
06C214;Autres interventions sur le tube digestif par laparotomie, niveau 4
08C214;Autres interventions portant sur l'appareil musculosquelettique et le tissu conjonctif, niveau 4
09C214;Interventions majeures hors tumeur maligne du sein, niveau 4
03C22J;Interventions sur les amygdales et les végétations adénoïdes, en ambulatoire
09C22J;Autres interventions hors tumeur maligne du sein, en ambulatoire
05C22T;Remplacements de stimulateurs cardiaques permanents, très courte durée
08C22Z;Interventions pour reprise de prothèses articulaires
24C22Z;Affections de la CMD 11 : séjours de moins de 2 jours, avec autre acte opératoire de la CMD 11
05C221;Remplacements de stimulateurs cardiaques permanents, niveau 1
06C221;Interventions sur l'oesophage, l'estomac et le duodénum pour affections autres que malignes ou ulcères, âge supérieur à 17 ans, niveau 1
08C221;Interventions pour reprise de prothèses articulaires, niveau 1
09C221;Autres interventions hors tumeur maligne du sein, niveau 1
05C222;Remplacements de stimulateurs cardiaques permanents, niveau 2
06C222;Interventions sur l'oesophage, l'estomac et le duodénum pour affections autres que malignes ou ulcères, âge supérieur à 17 ans, niveau 2
08C222;Interventions pour reprise de prothèses articulaires, niveau 2
09C222;Autres interventions hors tumeur maligne du sein, niveau 2
05C223;Remplacements de stimulateurs cardiaques permanents, niveau 3
06C223;Interventions sur l'oesophage, l'estomac et le duodénum pour affections autres que malignes ou ulcères, âge supérieur à 17 ans, niveau 3
08C223;Interventions pour reprise de prothèses articulaires, niveau 3
09C223;Autres interventions hors tumeur maligne du sein, niveau 3
05C224;Remplacements de stimulateurs cardiaques permanents, niveau 4
06C224;Interventions sur l'oesophage, l'estomac et le duodénum pour affections autres que malignes ou ulcères, âge supérieur à 17 ans, niveau 4
08C224;Interventions pour reprise de prothèses articulaires, niveau 4
09C224;Autres interventions hors tumeur maligne du sein, niveau 4
06C23J;Certaines interventions pour stomies, en ambulatoire
09C23J;Interventions majeures pour tumeur maligne de la peau, en ambulatoire
08C23V;Prothèses de hanche sans CMA
08C23W;Prothèses de hanche avec CMA
24C23Z;Interventions sur les testicules : séjours de moins de 2 jours
06C231;Certaines interventions pour stomies, niveau 1
09C231;Interventions majeures pour tumeur maligne de la peau, niveau 1
06C232;Certaines interventions pour stomies, niveau 2
09C232;Interventions majeures pour tumeur maligne de la peau, niveau 2
06C233;Certaines interventions pour stomies, niveau 3
09C233;Interventions majeures pour tumeur maligne de la peau, niveau 3
06C234;Certaines interventions pour stomies, niveau 4
09C234;Interventions majeures pour tumeur maligne de la peau, niveau 4
03C24J;Interventions sur les glandes salivaires, en ambulatoire
06C24J;Cures d'éventrations postopératoires, âge supérieur à 17 ans, en ambulatoire
09C24J;Interventions intermédiaires pour tumeur maligne de la peau, en ambulatoire
08C24Z;Prothèses de genou
24C24Z;Circoncisions : séjours de moins de 2 jours
03C241;Interventions sur les glandes salivaires, niveau 1
06C241;Cures d'éventrations postopératoires, âge supérieur à 17 ans, niveau 1
08C241;Prothèses de genou, niveau 1
09C241;Interventions intermédiaires pour tumeur maligne de la peau, niveau 1
03C242;Interventions sur les glandes salivaires, niveau 2
06C242;Cures d'éventrations postopératoires, âge supérieur à 17 ans, niveau 2
08C242;Prothèses de genou, niveau 2
09C242;Interventions intermédiaires pour tumeur maligne de la peau, niveau 2
03C243;Interventions sur les glandes salivaires, niveau 3
06C243;Cures d'éventrations postopératoires, âge supérieur à 17 ans, niveau 3
08C243;Prothèses de genou, niveau 3
09C243;Interventions intermédiaires pour tumeur maligne de la peau, niveau 3
03C244;Interventions sur les glandes salivaires, niveau 4
06C244;Cures d'éventrations postopératoires, âge supérieur à 17 ans, niveau 4
08C244;Prothèses de genou, niveau 4
09C244;Interventions intermédiaires pour tumeur maligne de la peau, niveau 4
06C25J;Interventions réparatrices pour hernies à l'exception des hernies inguinales, crurales, âge supérieur à 17 ans, en ambulatoire
09C25J;Autres interventions pour tumeur maligne de la peau, en ambulatoire
08C25Z;Prothèses d'épaule
24C25Z;Affections de la CMD 12 : séjours de moins de 2 jours, avec autre acte opératoire de la CMD 12
03C251;Interventions majeures sur la tête et le cou, niveau 1
06C251;Interventions réparatrices pour hernies à l'exception des hernies inguinales, crurales, âge supérieur à 17 ans, niveau 1
08C251;Prothèses d'épaule, niveau 1
09C251;Autres interventions pour tumeur maligne de la peau, niveau 1
03C252;Interventions majeures sur la tête et le cou, niveau 2
06C252;Interventions réparatrices pour hernies à l'exception des hernies inguinales, crurales, âge supérieur à 17 ans, niveau 2
08C252;Prothèses d'épaule, niveau 2
09C252;Autres interventions pour tumeur maligne de la peau, niveau 2
03C253;Interventions majeures sur la tête et le cou, niveau 3
06C253;Interventions réparatrices pour hernies à l'exception des hernies inguinales, crurales, âge supérieur à 17 ans, niveau 3
08C253;Prothèses d'épaule, niveau 3
09C253;Autres interventions pour tumeur maligne de la peau, niveau 3
03C254;Interventions majeures sur la tête et le cou, niveau 4
06C254;Interventions réparatrices pour hernies à l'exception des hernies inguinales, crurales, âge supérieur à 17 ans, niveau 4
08C254;Prothèses d'épaule, niveau 4
09C254;Autres interventions pour tumeur maligne de la peau, niveau 4
09C26J;Interventions pour tumeurs bénignes, naevus, kystes ou atteintes de l'ongle, en ambulatoire
08C26Z;Interventions majeures sur le rachis
24C26Z;Interventions sur le système utéroannexiel : séjours de moins de 2 jours
03C261;Autres interventions sur la tête et le cou, niveau 1
09C261;Interventions pour tumeurs bénignes, naevus, kystes ou atteintes de l'ongle, niveau 1
03C262;Autres interventions sur la tête et le cou, niveau 2
09C262;Interventions pour tumeurs bénignes, naevus, kystes ou atteintes de l'ongle, niveau 2
03C263;Autres interventions sur la tête et le cou, niveau 3
09C263;Interventions pour tumeurs bénignes, naevus, kystes ou atteintes de l'ongle, niveau 3
03C264;Autres interventions sur la tête et le cou, niveau 4
09C264;Interventions pour tumeurs bénignes, naevus, kystes ou atteintes de l'ongle, niveau 4
03C27J;Interventions sur les amygdales, en ambulatoire
08C27V;Autres interventions sur le rachis sans CMA
08C27W;Autres interventions sur le rachis avec CMA
24C27Z;Interventions sur la vulve, le vagin et le col utérin : séjours de moins de 2 jours
08C271;Autres interventions sur le rachis, niveau 1
09C271;Interventions d'exérèse ou de greffe pour infection, niveau 1
08C272;Autres interventions sur le rachis, niveau 2
09C272;Interventions d'exérèse ou de greffe pour infection, niveau 2
08C273;Autres interventions sur le rachis, niveau 3
09C273;Interventions d'exérèse ou de greffe pour infection, niveau 3
08C274;Autres interventions sur le rachis, niveau 4
09C274;Interventions d'exérèse ou de greffe pour infection, niveau 4
03C28J;Interventions sur les végétations adénoïdes, en ambulatoire
08C28J;Interventions maxillofaciales, en ambulatoire
09C28J;Interventions majeures d'exérèse ou de greffe, en ambulatoire
08C28Z;Interventions maxillofaciales
24C28Z;Dilatations et curetages en dehors de la grossesse, conisations : séjours de moins de 2 jours
08C281;Interventions maxillofaciales, niveau 1
09C281;Interventions majeures d'exérèse ou de greffe, niveau 1
08C282;Interventions maxillofaciales, niveau 2
